row_id,date,customer_request,agent_reply,intent_truth,intent,confidence
626,2024-11-16,Wir haben ein Problem mit der FSL-300. Spindel meldet Fehlercode 0x44. Bitte um Anleitung.,"Guten Tag. Der Fehlercode 0x44 weist auf eine Unregelmäßigkeit im Spindelantrieb hin. Bitte prüfen Sie, ob die Spindel thermisch überlastet ist oder eine mechanische Blockade vorliegt. Bitte lassen Sie uns zur weiteren Prüfung die Seriennummer der FSL-300 zukommen.",Technische Fehlermeldung,Technische Fehlermeldung,1
627,2024-11-17,DXF Import geht nicht bei FSL-300. Fehlermeldung kommt sofort. Hilfe!,"Hallo. Um Ihnen bei der FSL-300 weiterhelfen zu können, benötigen wir nähere Informationen. Könnten Sie uns bitte die exakte Fehlermeldung mitteilen, die beim Import erscheint, sowie die Version der aktuell installierten Software?",Software-Problem,Software-Problem,0.9
628,2024-11-17,"Sehr geehrte Damen und Herren, wir haben Schwierigkeiten mit der Softwareversion 4.2 auf unserer CNCF-500. Bei jedem Versuch, DXF-Daten zu importieren, friert das System ein. Können Sie uns ein Downgrade oder ein neues Patch anbieten?","Guten Tag, danke für die detaillierte Beschreibung. Wir prüfen derzeit, ob für die Version 4.2 ein spezifisches Patch verfügbar ist. Bitte senden Sie uns zur Validierung Ihre Kundennummer und die Seriennummer der CNCF-500 zu. Informationen zu Downgrade-Optionen finden Sie zudem im Handbuch im Downloadbereich.",Software-Problem,Software-Problem,1
629,2024-11-17,Lizenzierungsproblem bei SCS-100. Key wird nicht akzeptiert. Bitte um Unterstützung.,Guten Tag. Bitte senden Sie uns zur Prüfung der Lizenz die entsprechende Bestellnummer sowie den verwendeten Aktivierungscode zu. Wir werden den Vorgang umgehend prüfen.,Lizenzaktivierung,Software-Problem,0.95
630,2024-11-18,Aktivierungsschlüssel für CNCF-500 schlägt fehl. Fehlercode 0x882. Bitte um Hilfe.,"Guten Tag. Vielen Dank für die Angabe des Fehlercodes. Bitte lassen Sie uns zusätzlich die Seriennummer der CNCF-500 und die Artikelnummer der Software zukommen, damit wir den Fehler im System nachvollziehen können.",Lizenzaktivierung,Software-Problem,0.95
631,2024-11-18,"Sehr geehrte Damen und Herren, seit dem letzten Software-Update unserer CNCF-500 können wir die neue Lizenz nicht mehr aktivieren. Der Key wird als ungültig abgelehnt. Bitte um schnelle Hilfe.","Guten Tag. Vielen Dank für Ihre Nachricht. Dass die Aktivierung der neuen Lizenz für Ihre CNCF-500 fehlschlägt, bedauern wir. Damit wir den Fehler prüfen können, benötigen wir bitte die genaue Fehlermeldung sowie die zu verwendende Lizenznummer. Bitte prüfen Sie vorab, ob die Systemzeit Ihres Steuerungsrechners korrekt eingestellt ist, da dies oft die Validierung verhindert.",Lizenzaktivierung,Software-Problem,1
632,2024-11-19,DM-500 Sensor defekt? Zeigt ständig falsche Werte an.,"Guten Tag. Um zu beurteilen, ob ein Sensor tatsächlich defekt ist oder ein Einstellungsfehler vorliegt, benötigen wir die Seriennummer der DM-500 sowie die genaue Bezeichnung des betroffenen Sensors. Bitte prüfen Sie vorab die Kabelverbindungen auf festen Sitz.",Technische Fehlermeldung,Technische Fehlermeldung,0.9
633,2024-11-19,"Defekt an HP-150. Seriennummer fehlt gerade, aber Modell HP-150. Bitte sagen was ihr braucht für Reklamation.","Guten Tag, gerne unterstützen wir Sie bei der Reklamation. Damit wir den Vorgang eröffnen können, benötigen wir zwingend die Seriennummer der HP-150 sowie eine kurze Beschreibung des Defekts. Sobald uns diese Daten vorliegen, prüfen wir die Garantiebedingungen.",Garantie-Reklamation,Garantie-Reklamation,0.95
634,2024-11-20,Wir haben Probleme mit der Wartung der DM-500. Das Werkzeug passt nicht ganz. Was ist da los?,"Guten Tag, das sollte nicht vorkommen. Bitte prüfen Sie, ob Sie das Werkzeug gemäß der Artikelnummer aus der Wartungsanleitung verwenden. Um den Fehler zu analysieren, benötigen wir bitte die Seriennummer der Maschine sowie die Artikelnummer des Werkzeugs, das Sie verwenden.",Wartung,Wartung,0.85
635,2024-11-22,Status CNCF-500. Warum keine Mail?,"Guten Tag, ich helfe Ihnen gerne weiter. Damit ich die fehlende Versandbestätigung für Ihre CNCF-500 finden kann, teilen Sie mir bitte Ihre Bestellnummer oder die Kundennummer mit. Vielen Dank.",Lieferstatus,Sonstiges,0.7
636,2024-11-22,Fehlermeldung bei der DM-500. Sensor defekt? Bitte um Rückmeldung.,"Guten Tag. Damit wir den Defekt prüfen können, benötigen wir die genaue Bezeichnung des betroffenen Sensors sowie die Seriennummer Ihrer DM-500. Bitte prüfen Sie auch, ob die Kabelverbindungen zum Sensor fest sitzen.",Technische Fehlermeldung,Technische Fehlermeldung,0.9
637,2024-11-22,"Sehr geehrte Support-Abteilung, im Rahmen der Wartung unserer SNU-200 (Bestell-Nr. 88421-B) ist beim Versuch, die Software zu aktualisieren, ein kritischer Fehler aufgetreten. Das System reagiert nicht mehr auf Eingaben. Bitte um Rückruf.","Sehr geehrte Damen und Herren, vielen Dank für Ihre Nachricht. Da das System nicht mehr reagiert, versuchen Sie bitte einen Kaltstart der Steuerung. Falls dies nicht hilft, benötigen wir die genaue Fehlernummer, die kurz vor dem Absturz angezeigt wurde. Wir unterstützen Sie dann umgehend bei der weiteren Fehlerdiagnose.",Software-Problem,Software-Problem,0.9
638,2024-11-23,"Guten Tag, wir haben die Maschine CNCF-500 bestellt, aber die Bestätigung über den Versand fehlt uns komplett. Bitte um Rückmeldung. Bestellnr 7721.",Guten Tag. Vielen Dank für Ihren Hinweis. Wir prüfen die Sendungsverfolgung für die Bestellung 7721 und lassen Ihnen die fehlende Versandbestätigung inklusive der Tracking-Daten schnellstmöglich zukommen.,Lieferstatus,Lieferstatus,1
639,2024-11-24,"Sehr geehrte Damen und Herren, wir haben seit dem gestrigen System-Update massive Probleme mit unserer DM-500. Die Software schließt sich jedes Mal ohne Vorwarnung, sobald wir versuchen, eine größere DXF-Datei zu laden. Bitte um schnelle Hilfe!","Guten Tag, das ist ärgerlich. Um die Ursache einzugrenzen, prüfen Sie bitte zunächst, ob die DXF-Datei nach dem neuesten Standard (R14 oder höher) gespeichert wurde. Bitte senden Sie uns zudem die genaue Versionsnummer Ihrer Software sowie das Protokoll des letzten Updates zu, damit wir den Fehler analysieren können.",Software-Problem,Software-Problem,1
640,2024-11-24,"Sehr geehrte Support-Abteilung, im Zuge der Umstellung auf das neue Lizenzmodell haben wir massive Probleme bei der Inbetriebnahme der SCS-100. Die Eingabe der Keys führt zu keiner Aktivierung. Das verzögert unsere Produktion!","Sehr geehrte Damen und Herren, wir verstehen die Dringlichkeit Ihres Anliegens. Bitte übermitteln Sie uns zur schnellen Bearbeitung die betroffenen Lizenzschlüssel sowie die Seriennummer der SCS-100. Wir werden die Aktivierungsparameter sofort mit unserem System abgleichen.",Lizenzaktivierung,Software-Problem,0.95
641,2024-11-25,Lieferung von SNU-200 verzögert? Wir haben nichts gehört.,"Guten Tag, vielen Dank für Ihre Anfrage. Wir prüfen gerne, ob für Ihre SNU-200 bereits ein Lieferverzug vorliegt. Bitte nennen Sie uns hierfür Ihre Bestellnummer oder die Seriennummer der Maschine. Wir werden Sie nach der Prüfung umgehend informieren.",Lieferstatus,Lieferstatus,1
642,2024-11-25,Brauche Angebot für Dichtungssatz FSL-300. Artikel 882-A. Wie lange dauert die Lieferung?,Guten Tag. Vielen Dank für Ihre Anfrage. Wir prüfen derzeit die aktuelle Verfügbarkeit des Dichtungssatzes (Art.-Nr. 882-A) für die FSL-300. Wir melden uns zeitnah bei Ihnen mit der voraussichtlichen Lieferzeit und einem entsprechenden Angebot.,Ersatzteil-Anfrage,Ersatzteil-Anfrage,1
643,2024-11-25,Brauche Angebot für FSL-300 Spindel. Artikel 100-22. Wie lange dauert das?,"Guten Tag, vielen Dank für Ihre Anfrage. Wir erstellen Ihnen gerne ein Angebot für die Spindel (Art.-Nr. 100-22) der FSL-300. Die voraussichtliche Lieferzeit teilen wir Ihnen direkt mit dem Angebot mit.",Ersatzteil-Anfrage,Ersatzteil-Anfrage,1
644,2024-11-25,Probleme mit dem neuen Lizenzschlüssel für die CNCF-500 (Art-Nr: 8829-X). Der Key scheint nicht zu funktionieren.,Guten Tag. Vielen Dank für die Informationen zur Artikelnummer 8829-X. Wir werden die Zuordnung des Lizenzschlüssels zu Ihrer CNCF-500 umgehend prüfen. Bitte halten Sie für Rückfragen die Seriennummer der Maschine bereit.,Lizenzaktivierung,Software-Problem,0.95
645,2024-11-26,"Betreff: Lieferverzug SNU-200. Sehr geehrte Damen und Herren, die angekündigte Lieferung unserer SNU-200 (Art.-Nr. SNU-99-X) ist bereits drei Tage überfällig. Wir benötigen die Maschine dringend für einen Produktionsauftrag. Bitte um sofortige Klärung!","Sehr geehrte Damen und Herren, wir bedauern die Verzögerung bei Ihrer Lieferung der SNU-200 sehr. Nach Rücksprache mit unserer Logistik gab es eine kurzfristige Verzögerung beim Transportdienstleister. Wir setzen alles daran, die Maschine schnellstmöglich an Sie auszuliefern und informieren Sie spätestens morgen Vormittag über den neuen Lieferzeitpunkt.",Lieferstatus,Lieferstatus,1
646,2024-11-26,"Hallo, wir haben das Modell DM-500 bestellt (Art.-Nr. 88-452-X). Können wir dazu auch eine Schulung bekommen? Was kostet das extra?",Guten Tag. Vielen Dank für Ihre Nachricht zur DM-500. Eine zusätzliche Schulung für Ihr Personal ist jederzeit möglich. Wir erstellen Ihnen hierzu gerne ein individuelles Angebot. Bitte nennen Sie uns für die Kalkulation noch die gewünschte Dauer der Schulung (Halbtag oder ganztägig) sowie den Standort der Maschine.,Schulung,Schulung,1
647,2024-11-27,"Anfrage bezüglich Fehlermeldung bei Modell SNU-200. Die Hydraulik scheint nicht den nötigen Druck aufzubauen. Wir haben bereits die Leitungen geprüft, aber ohne Erfolg.","Guten Tag. Da die Leitungen bereits geprüft wurden, bitten wir Sie, das Druckventil sowie den Filter auf Verstopfungen zu untersuchen. Bitte nennen Sie uns zur weiteren Unterstützung die Seriennummer der SNU-200 sowie die aktuelle Softwareversion Ihrer Steuerung.",Technische Fehlermeldung,Technische Fehlermeldung,0.95
648,2024-11-27,Ich kann keine Zeichnungen mehr in die FSL-300 laden. Das Programm stürzt jedes Mal ab. Was ist da los?,"Guten Tag. Um das Problem mit Ihrer FSL-300 zu lösen, benötigen wir bitte die Seriennummer der Maschine und die installierte Softwareversion. Bitte prüfen Sie zudem, ob der Fehler auch bei anderen Dateiformaten auftritt oder ob die DXF-Dateien möglicherweise durch einen anderen Software-Konverter erstellt wurden.",Software-Problem,Software-Problem,1
649,2024-11-27,"Guten Tag, bei unserer HP-150 (Bestellnummer: ENDI-99283-X) gibt es massive Probleme mit der Software. Jedes Mal, wenn wir eine DXF-Datei importieren wollen, stürzt das gesamte Programm ab. Das behindert unseren Produktionsablauf erheblich. Wir benötigen dringend eine Lösung oder ein Update. Vielen Dank.","Guten Tag, vielen Dank für Ihre Nachricht. Wir verstehen, dass diese Software-Abstürze Ihren Produktionsbetrieb beeinträchtigen. Um die Problematik schnellstmöglich zu lösen, führen Sie bitte folgende Schritte durch: 1. Prüfen Sie, ob die betroffenen DXF-Dateien in einer anderen Version gespeichert werden können. 2. Überprüfen Sie im Handbuch im Downloadbereich, ob für Ihre HP-150 ein aktuelles Software-Patch verfügbar ist. Sollte dies nicht helfen, senden Sie uns bitte die genaue Fehlermeldung und die Software-Versionsnummer zu, damit wir den Fall an unsere Technik weiterleiten können.",Software-Problem,Software-Problem,1
650,2024-11-27,Software-Lizenz für DM-500 geht nicht. Bitte schnell klären!,"Guten Tag. Um den Vorgang bearbeiten zu können, benötigen wir die Seriennummer der DM-500 sowie die Artikelnummer der Software. Bitte nennen Sie uns auch die genaue Fehlermeldung, die während der Aktivierung erscheint.",Lizenzaktivierung,Software-Problem,1
651,2024-11-28,Anfrage zu Liefertermin HP-150. Wo bleibt die Bestätigung?,"Guten Tag. Gerne helfen wir Ihnen weiter. Bitte teilen Sie uns die zugehörige Bestellnummer oder die Artikelnummer mit, damit wir den Status der HP-150 und den Versandvorgang für Sie prüfen können.",Lieferstatus,Lieferstatus,1
652,2024-11-28,Wir benötigen kurzfristig eine Ersatz-Steuerplatine für das Modell SNU-200. Bitte senden Sie uns ein Angebot mit schnellstmöglicher Lieferzeit zu. Best.-Nr. 88291-A.,"Guten Tag, vielen Dank für Ihre Nachricht. Wir haben Ihre Anfrage zur Steuerplatine für die SNU-200 erhalten. Wir prüfen derzeit die Verfügbarkeit und erstellen das gewünschte Angebot inklusive der schnellstmöglichen Lieferzeit. Sie erhalten dieses in Kürze per E-Mail.",Ersatzteil-Anfrage,Ersatzteil-Anfrage,1
653,2024-11-28,Preisanfrage: Ersatzteil Nr. 1002-XY für FSL-300. Wie lange dauert der Versand nach München?,"Guten Tag. Vielen Dank für Ihre Anfrage. Wir erstellen Ihnen gerne ein Angebot für das Ersatzteil Nr. 1002-XY für die FSL-300. Die voraussichtliche Lieferzeit nach München können wir Ihnen im Angebot mit angeben, sobald wir die aktuelle Bestandsaufnahme abgeschlossen haben. Wir melden uns kurzfristig bei Ihnen.",Ersatzteil-Anfrage,Ersatzteil-Anfrage,0.95
654,2024-11-28,"Echt mühsam, die FSL-300 meldet ständig 'Sensor defekt'. Was soll das?","Guten Tag. Wir verstehen Ihren Unmut. Um die Ursache für die Sensorwarnung zu finden, benötigen wir bitte die Seriennummer der FSL-300 und die genaue Bezeichnung des Sensors aus der Fehlermeldung. Bitte prüfen Sie vorab die Verkabelung auf sichtbare Beschädigungen.",Technische Fehlermeldung,Technische Fehlermeldung,0.9
655,2024-11-28,Haben Sie Infos zu Druckproblemen bei der HP-150? Meldung: 'Druck zu niedrig'.,"Guten Tag. Um Ihnen spezifische Informationen geben zu können, benötigen wir bitte die Seriennummer Ihrer HP-150 sowie die aktuelle Softwareversion. Bitte prüfen Sie in der Zwischenzeit die Dichtungen und den Stand der Betriebsflüssigkeiten.",Technische Fehlermeldung,Technische Fehlermeldung,0.9
656,2024-11-28,DM-500 läuft nicht mehr. Fehlercode E-402. Garantie läuft noch. Was nun?,"Guten Tag. Vielen Dank für Ihre Nachricht. Damit wir den Vorfall unter der Garantie abwickeln können, senden Sie uns bitte Ihre Kundennummer oder die entsprechende Bestellnummer der DM-500 zu. Wir werden den Fehlercode E-402 umgehend mit der technischen Dokumentation abgleichen.",Garantie-Reklamation,Garantie-Reklamation,0.95
657,2024-11-28,Termin für Schulung CNCF-500 gesucht. Dringend!!,"Guten Tag, wir verstehen die Dringlichkeit. Um schnellstmöglich einen Termin für die CNCF-500 zu finden, benötigen wir bitte die Seriennummer des Geräts sowie die Anzahl der Personen, die geschult werden sollen. Wir bemühen uns um eine kurzfristige Rückmeldung.",Schulung,Schulung,1
658,2024-12-01,Status SNU-200? Best.Nr 88271-X. Lieferung überfällig!,"Guten Tag, ich habe den Status zu Ihrer Bestellung 88271-X (SNU-200) geprüft. Aufgrund einer kurzfristigen Lieferverzögerung bei einer Komponente hat sich der Versand um drei Werktage verschoben. Die Maschine wird nun am kommenden Donnerstag verladen. Wir bitten die Unannehmlichkeiten zu entschuldigen.",Lieferstatus,Lieferstatus,1
659,2024-12-02,Wir brauchen Werkzeug für Wartung SNU-200. Welche Art?,"Guten Tag, die SNU-200 benötigt für die regelmäßige Wartung ein spezielles Justier-Set (Artikelnummer siehe Handbuch). Um sicherzustellen, dass Sie die richtige Version für Ihr Modell erhalten, benötigen wir bitte Ihre Seriennummer.",Wartung,Wartung,0.9
660,2024-12-02,"Guten Tag, bei unserer SCS-100 ist der Hydraulikschlauch am Anschluss undicht. Das Gerät ist noch innerhalb der Gewährleistung. Wie läuft die Abwicklung?","Guten Tag. Vielen Dank für Ihre Information. Um den Fall zu eröffnen, benötigen wir bitte die Seriennummer der SCS-100 sowie die genaue Artikelnummer des betroffenen Schlauchsegments. Wir prüfen dann, ob der Schaden durch die Garantie abgedeckt ist und wie die Ersatzteilversorgung erfolgt.",Garantie-Reklamation,Garantie-Reklamation,0.95
661,2024-12-03,"Sehr geehrte Damen und Herren, leider müssen wir feststellen, dass die angekündigte Lieferung der SCS-100 nicht termingerecht eingetroffen ist. Bitte teilen Sie uns den neuen Liefertermin mit. Bestellnr: ENDI-8827.",Guten Tag. Bitte entschuldigen Sie die Verzögerung bei Ihrer Bestellung ENDI-8827. Nach Rücksprache mit unserer Logistik verzögert sich die Auslieferung der SCS-100 aufgrund einer kurzfristigen Verzögerung in der Transportkette. Wir rechnen mit der Zustellung bis spätestens nächsten Donnerstag. Wir bitten die Unannehmlichkeiten zu entschuldigen.,Lieferstatus,Lieferstatus,1
662,2024-12-04,"Status update zu SCS-100 (Bestellnr: ENDI-7721). Versand wurde angekündigt, aber nichts ist angekommen.","Guten Tag, vielen Dank für Ihre Nachricht. Ich habe den Status Ihrer Bestellung ENDI-7721 geprüft. Die SCS-100 wurde bereits verladen, jedoch gab es eine Verzögerung bei der Routenplanung des Spediteurs. Die Sendung wird voraussichtlich morgen bei Ihnen eintreffen. Bitte prüfen Sie gegebenenfalls auch Ihren Spam-Ordner auf die Bestätigungsmail.",Lieferstatus,Lieferstatus,1
663,2024-12-05,"Sehr geehrte Damen und Herren, an unserer FSL-300 erscheint die Meldung 'Spindel-Warnung: Überlast'. Wir haben die Parameter bereits geprüft, aber der Fehler bleibt. Wie gehen wir weiter vor?","Guten Tag. Wenn die Parameter bereits geprüft wurden, bitten wir Sie, die mechanische Laufruhe der Spindel zu testen und auf ungewöhnliche Vibrationen zu achten. Bitte senden Sie uns zur Diagnose die Seriennummer der FSL-300 sowie das letzte Maschinenprotokoll (Log-File) zu.",Technische Fehlermeldung,Technische Fehlermeldung,1
